radar_range,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,veh_present_known_pct,veh_coverage_pct,veh_gated_out_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
12,aware,4,29,8,0.27586206896551724,6,0,0.0,8,82,5.61250000000652,0.21250000000021885,3.33749999999987,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.8672189712524414
12,aware,5,29,7,0.2413793103448276,2,0,0.0,7,70,2.5857142857231565,0.40000000000091923,2.919444444444338,100.0,100.0,0.0,0.0,29,3,2,2,0,27,3.817810535430908
12,aware,6,29,13,0.4482758620689655,12,1,0.08333333333333333,13,130,6.023076923085437,0.5461538461545825,5.420833333333614,100.0,100.0,0.0,0.0,29,12,12,12,0,17,3.9136557579040527
12,aware,7,29,13,0.4482758620689655,9,0,0.0,13,130,4.623076923078622,0.19230769230764203,5.426388888889172,100.0,100.0,0.0,0.0,29,10,9,9,0,20,3.828016996383667
12,aware,8,29,8,0.27586206896551724,7,0,0.0,8,81,5.587500000007637,0.20000000000037232,3.3388888888887585,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.785137414932251
12,aware,9,29,11,0.3793103448275862,8,0,0.0,11,112,4.600000000003082,0.29999999999998295,4.59166666666676,100.0,100.0,0.0,0.0,29,9,8,8,0,21,3.626538038253784
12,aware,10,29,6,0.20689655172413793,3,0,0.0,6,60,4.11666666666891,0.3333333333333333,2.5055555555554725,100.0,100.0,0.0,0.0,29,3,3,3,0,26,3.493830442428589
12,aware,11,29,7,0.2413793103448276,7,1,0.14285714285714285,7,73,4.885714285726952,0.2142857142861934,2.919444444444338,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.5194857120513916
12,aware,12,29,10,0.3448275862068966,8,0,0.0,10,99,5.1599999999999,0.13000000000017167,4.173611111111109,100.0,100.0,0.0,0.0,29,9,8,8,0,21,3.5689029693603516
12,aware,13,29,5,0.1724137931034483,4,0,0.0,5,51,5.380000000010949,0.1000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.596919298171997
12,aware,14,29,9,0.3103448275862069,5,1,0.2,9,90,2.91111111112155,0.17777777777827294,3.754166666666569,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.5161213874816895
12,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.1127398014068604
12,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.2402420043945312
12,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.239760637283325
12,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.3857908248901367
12,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.285027265548706
12,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.319439172744751
12,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.2384419441223145
12,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.281332015991211
12,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.232221841812134
12,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.1018905639648438
12,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.171907424926758
12,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,1.9753079414367676
12,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.083899974822998
12,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.0122976303100586
12,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.043565034866333
15,detection,0,29,10,0.3448275862068966,4,0,0.0,10,99,1.1100000000003347,0.20000000000038654,4.169444444444441,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6079282760620117
15,detection,1,29,8,0.27586206896551724,5,1,0.2,8,81,1.2624999999993207,0.23750000000025295,3.33749999999987,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.688948631286621
15,detection,2,29,13,0.4482758620689655,5,0,0.0,13,133,2.161538461540291,0.1000000000001102,5.422222222222504,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.692744731903076
15,detection,3,29,14,0.4827586206896552,9,0,0.0,14,140,1.4285714285738322,0.17142857142851295,5.8430555555559325,100.0,100.0,0.0,0.0,29,11,9,9,0,20,3.8229401111602783
15,detection,4,29,12,0.41379310344827586,5,1,0.2,12,120,1.0083333333328237,0.15000000000027094,5.006944444444631,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.768829822540283
15,detection,5,29,12,0.41379310344827586,4,0,0.0,12,120,1.933333333336274,0.17500000000040927,5.005555555555743,100.0,100.0,0.0,0.0,29,6,4,4,0,25,3.750715494155884
15,detection,6,29,11,0.3793103448275862,6,0,0.0,11,111,1.5090909090944562,0.3363636363645707,4.59027777777787,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.724107027053833
15,detection,7,29,13,0.4482758620689655,4,0,0.0,13,131,0.2461538461543372,0.2461538461543372,5.420833333333614,100.0,100.0,0.0,0.0,29,6,4,4,0,25,3.700270891189575
15,detection,8,29,14,0.4827586206896552,8,0,0.0,14,141,2.457142857144796,0.10714285714308451,5.840277777778155,100.0,100.0,0.0,0.0,29,10,8,8,0,21,3.768855094909668
15,detection,9,29,10,0.3448275862068966,6,0,0.0,10,101,1.960000000000568,0.12000000000010118,4.170833333333331,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.784339666366577
15,detection,10,29,9,0.3103448275862069,5,0,0.0,9,90,1.1777777777772118,0.25555555555582843,3.755555555555458,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.837587594985962
15,detection,11,29,15,0.5172413793103449,8,0,0.0,15,151,1.0600000000036554,0.19333333333383582,6.256944444444915,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.7904059886932373
15,detection,12,29,13,0.4482758620689655,7,2,0.2857142857142857,13,134,1.561538461541486,0.1538461538463659,5.423611111111393,100.0,100.0,0.0,0.0,29,9,7,7,0,22,3.8334531784057617
15,detection,13,29,10,0.3448275862068966,5,0,0.0,10,97,1.7699999999993339,0.11000000000008185,4.168055555555552,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.7924540042877197
15,detection,14,29,12,0.41379310344827586,7,0,0.0,12,119,1.891666666673056,0.1916666666668713,5.004166666666854,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.7357847690582275
15,aware,0,29,10,0.3448275862068966,4,0,0.0,10,99,1.1100000000003347,0.20000000000038654,4.169444444444441,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.8513762950897217
15,aware,1,29,8,0.27586206896551724,5,1,0.2,8,81,1.2624999999993207,0.23750000000025295,3.33749999999987,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.747002363204956
15,aware,2,29,13,0.4482758620689655,5,0,0.0,13,133,2.161538461540291,0.1000000000001102,5.422222222222504,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.8687586784362793
15,aware,3,29,14,0.4827586206896552,9,0,0.0,14,140,1.4285714285738322,0.17142857142851295,5.8430555555559325,100.0,100.0,0.0,0.0,29,11,9,9,0,20,3.81231951713562
15,aware,4,29,12,0.41379310344827586,5,1,0.2,12,120,1.0083333333328237,0.15000000000027094,5.006944444444631,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.907912254333496
15,aware,5,29,12,0.41379310344827586,4,0,0.0,12,120,1.933333333336274,0.17500000000040927,5.005555555555743,100.0,100.0,0.0,0.0,29,6,4,4,0,25,3.8433189392089844
15,aware,6,29,11,0.3793103448275862,6,0,0.0,11,111,1.5090909090944562,0.3363636363645707,4.59027777777787,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.9493069648742676
15,aware,7,29,13,0.4482758620689655,4,0,0.0,13,131,0.2461538461543372,0.2461538461543372,5.420833333333614,100.0,100.0,0.0,0.0,29,6,4,4,0,25,3.817969560623169
15,aware,8,29,14,0.4827586206896552,8,0,0.0,14,141,2.457142857144796,0.10714285714308451,5.840277777778155,100.0,100.0,0.0,0.0,29,10,8,8,0,21,3.8691930770874023
15,aware,9,29,10,0.3448275862068966,6,0,0.0,10,101,1.960000000000568,0.12000000000010118,4.170833333333331,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.659606456756592
15,aware,10,29,9,0.3103448275862069,5,0,0.0,9,90,1.1777777777772118,0.25555555555582843,3.755555555555458,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.581489086151123
15,aware,11,29,15,0.5172413793103449,8,0,0.0,15,151,1.0600000000036554,0.19333333333383582,6.256944444444915,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.587209463119507
15,aware,12,29,13,0.4482758620689655,7,2,0.2857142857142857,13,134,1.561538461541486,0.1538461538463659,5.423611111111393,100.0,100.0,0.0,0.0,29,9,7,7,0,22,3.472165822982788
15,aware,13,29,10,0.3448275862068966,5,0,0.0,10,97,1.7699999999993339,0.11000000000008185,4.168055555555552,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.498032569885254
15,aware,14,29,12,0.41379310344827586,7,0,0.0,12,119,1.891666666673056,0.1916666666668713,5.004166666666854,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.440960645675659
15,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.1127398014068604
15,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.2402420043945312
15,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.239760637283325
15,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.3857908248901367
15,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.285027265548706
15,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.319439172744751
15,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.2384419441223145
15,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.281332015991211
15,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.232221841812134
15,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.1018905639648438
15,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.171907424926758
15,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,1.9753079414367676
15,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.083899974822998
15,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.0122976303100586
15,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.043565034866333
20,detection,0,29,24,0.8275862068965517,5,0,0.0,24,243,0.154166666666967,0.154166666666967,10.015277777779104,100.0,100.0,0.0,0.0,29,7,6,5,0,24,3.7349159717559814
20,detection,1,29,20,0.6896551724137931,4,0,0.0,20,200,0.09000000000010004,0.09000000000010004,8.3430555555565,100.0,100.0,0.0,0.0,29,6,4,4,0,25,3.9849352836608887
20,detection,2,29,17,0.5862068965517241,5,1,0.2,17,169,0.08235294117642912,0.08235294117642912,7.094444444445107,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.964698076248169
20,detection,3,29,21,0.7241379310344828,9,0,0.0,21,209,0.1523809523808828,0.1523809523808828,8.765277777778818,100.0,100.0,0.0,0.0,29,9,9,9,0,20,3.919048309326172
20,detection,4,29,13,0.4482758620689655,4,1,0.25,13,132,0.1538461538464337,0.1538461538464337,5.425000000000282,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.9641900062561035
20,detection,5,29,24,0.8275862068965517,7,1,0.14285714285714285,24,242,0.08333333333352282,0.08333333333352282,10.012500000001324,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.9952216148376465
20,detection,6,29,20,0.6896551724137931,10,0,0.0,20,202,0.12000000000014097,0.12000000000014097,8.347222222223168,100.0,100.0,0.0,0.0,29,10,10,10,0,19,4.076539993286133
20,detection,7,29,21,0.7241379310344828,5,0,0.0,21,210,0.028571428571466197,0.028571428571466197,8.76111111111215,100.0,100.0,0.0,0.0,29,5,5,5,0,24,4.104375123977661
20,detection,8,29,21,0.7241379310344828,3,0,0.0,21,209,0.05238095238105632,0.05238095238105632,8.759722222223262,100.0,100.0,0.0,0.0,29,5,3,3,0,26,5.0804619789123535
20,detection,9,29,22,0.7586206896551724,9,0,0.0,22,219,0.06363636363651763,0.06363636363651763,9.179166666667802,100.0,100.0,0.0,0.0,29,10,9,9,0,20,5.198285818099976
20,detection,10,29,13,0.4482758620689655,5,0,0.0,13,130,0.05384615384617483,0.05384615384617483,5.422222222222504,100.0,100.0,0.0,0.0,29,6,5,5,0,24,5.145010232925415
20,detection,11,29,22,0.7586206896551724,7,2,0.2857142857142857,22,223,0.09090909090927436,0.09090909090927436,9.179166666667802,100.0,100.0,0.0,0.0,29,7,7,7,0,22,5.206223011016846
20,detection,12,29,18,0.6206896551724138,6,1,0.16666666666666666,18,181,0.116666666666919,0.116666666666919,7.509722222222978,100.0,100.0,0.0,0.0,29,7,6,6,0,23,5.205149173736572
20,detection,13,29,16,0.5517241379310345,4,0,0.0,16,161,0.04375000000010232,0.04375000000010232,6.675000000000566,100.0,100.0,0.0,0.0,29,5,4,4,0,25,5.1991307735443115
20,detection,14,29,16,0.5517241379310345,8,0,0.0,16,159,0.08749999999992752,0.08749999999992752,6.679166666667234,100.0,100.0,0.0,0.0,29,8,8,8,0,21,5.189990997314453
20,aware,0,29,24,0.8275862068965517,5,0,0.0,24,243,0.154166666666967,0.154166666666967,10.015277777779104,100.0,100.0,0.0,0.0,29,7,6,5,0,24,5.28453803062439
20,aware,1,29,20,0.6896551724137931,4,0,0.0,20,200,0.09000000000010004,0.09000000000010004,8.3430555555565,100.0,100.0,0.0,0.0,29,6,4,4,0,25,4.21265983581543
20,aware,2,29,17,0.5862068965517241,5,1,0.2,17,169,0.08235294117642912,0.08235294117642912,7.094444444445107,100.0,100.0,0.0,0.0,29,5,5,5,0,24,4.132735729217529
20,aware,3,29,21,0.7241379310344828,9,0,0.0,21,209,0.1523809523808828,0.1523809523808828,8.765277777778818,100.0,100.0,0.0,0.0,29,9,9,9,0,20,4.169280767440796
20,aware,4,29,13,0.4482758620689655,4,1,0.25,13,132,0.1538461538464337,0.1538461538464337,5.425000000000282,100.0,100.0,0.0,0.0,29,5,4,4,0,25,4.139958381652832
20,aware,5,29,24,0.8275862068965517,7,1,0.14285714285714285,24,242,0.08333333333352282,0.08333333333352282,10.012500000001324,100.0,100.0,0.0,0.0,29,8,7,7,0,22,4.125300884246826
20,aware,6,29,20,0.6896551724137931,10,0,0.0,20,202,0.12000000000014097,0.12000000000014097,8.347222222223168,100.0,100.0,0.0,0.0,29,10,10,10,0,19,4.106398582458496
20,aware,7,29,21,0.7241379310344828,5,0,0.0,21,210,0.028571428571466197,0.028571428571466197,8.76111111111215,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.998203992843628
20,aware,8,29,21,0.7241379310344828,3,0,0.0,21,209,0.05238095238105632,0.05238095238105632,8.759722222223262,100.0,100.0,0.0,0.0,29,5,3,3,0,26,4.168095588684082
20,aware,9,29,22,0.7586206896551724,9,0,0.0,22,219,0.06363636363651763,0.06363636363651763,9.179166666667802,100.0,100.0,0.0,0.0,29,10,9,9,0,20,3.386183977127075
20,aware,10,29,13,0.4482758620689655,5,0,0.0,13,130,0.05384615384617483,0.05384615384617483,5.422222222222504,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.276289939880371
20,aware,11,29,22,0.7586206896551724,7,2,0.2857142857142857,22,223,0.09090909090927436,0.09090909090927436,9.179166666667802,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.3785908222198486
20,aware,12,29,18,0.6206896551724138,6,1,0.16666666666666666,18,181,0.116666666666919,0.116666666666919,7.509722222222978,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.319420576095581
20,aware,13,29,16,0.5517241379310345,4,0,0.0,16,161,0.04375000000010232,0.04375000000010232,6.675000000000566,100.0,100.0,0.0,0.0,29,5,4,4,0,25,3.3836100101470947
20,aware,14,29,16,0.5517241379310345,8,0,0.0,16,159,0.08749999999992752,0.08749999999992752,6.679166666667234,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.2317380905151367
20,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.1127398014068604
20,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.2402420043945312
20,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.239760637283325
20,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.3857908248901367
20,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.285027265548706
20,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.319439172744751
20,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.2384419441223145
20,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.281332015991211
20,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.232221841812134
20,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.1018905639648438
20,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.171907424926758
20,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,1.9753079414367676
20,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.083899974822998
20,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.0122976303100586
20,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.043565034866333
