size_scale,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,veh_present_known_pct,veh_coverage_pct,veh_gated_out_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
0.75,detection,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.646552085876465
0.75,detection,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.627896785736084
0.75,detection,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6520018577575684
0.75,aware,0,29,7,0.2413793103448276,6,1,0.16666666666666666,7,72,9.50000000001421,0.34285714285747254,2.919444444444338,100.0,100.0,0.0,0.0,29,8,6,6,0,23,3.819976568222046
0.75,aware,1,29,8,0.27586206896551724,7,0,0.0,8,81,9.487500000013313,0.4125000000004775,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.6066067218780518
0.75,aware,2,29,4,0.13793103448275862,4,0,0.0,4,42,7.550000000015359,0.37500000000085265,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6706485748291016
0.75,aware,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.775000000019872,0.20000000000050022,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.504892587661743
0.75,aware,4,29,5,0.1724137931034483,5,0,0.0,5,51,9.040000000003648,0.20000000000004547,2.087499999999941,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.693247079849243
0.75,aware,5,29,5,0.1724137931034483,5,2,0.4,5,50,9.539999999998235,0.519999999999618,2.08888888888883,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.562891721725464
0.75,aware,6,29,7,0.2413793103448276,7,2,0.2857142857142857,7,69,9.842857142869677,0.38571428571479566,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.538679361343384
0.75,aware,7,29,5,0.1724137931034483,5,1,0.2,5,51,8.240000000018023,0.3600000000006105,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.710296154022217
0.75,aware,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.6359035968780518
0.75,aware,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5298750400543213
0.75,aware,10,29,7,0.2413793103448276,7,0,0.0,7,69,10.58571428572902,0.3857142857144546,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.4134435653686523
0.75,aware,11,29,8,0.27586206896551724,8,0,0.0,8,81,9.31250000001235,0.35000000000008313,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.395738363265991
0.75,aware,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.4083545207977295
0.75,aware,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.4876363277435303
0.75,aware,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.412182331085205
0.75,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.281137704849243
0.75,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.242569923400879
0.75,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.1833322048187256
0.75,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.26526141166687
0.75,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.3254005908966064
0.75,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.251096725463867
0.75,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.3560547828674316
0.75,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.215900182723999
0.75,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.089118003845215
0.75,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.228367805480957
0.75,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.2035653591156006
0.75,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.158109426498413
0.75,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.0747053623199463
0.75,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.124724864959717
0.75,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.123995780944824
1.0,detection,0,29,4,0.13793103448275862,4,0,0.0,4,43,11.550000000007408,0.1499999999998849,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6736395359039307
1.0,detection,1,29,6,0.20689655172413793,5,1,0.2,6,62,10.066666666667365,0.34999999999990905,2.5069444444443616,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.5179190635681152
1.0,detection,2,29,4,0.13793103448275862,4,0,0.0,4,42,7.550000000015359,0.37500000000085265,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6901557445526123
1.0,detection,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.775000000019872,0.20000000000050022,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5724196434020996
1.0,detection,4,29,5,0.1724137931034483,5,2,0.4,5,49,8.780000000006543,0.2800000000002683,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6261465549468994
1.0,detection,5,29,5,0.1724137931034483,5,0,0.0,5,50,11.320000000018263,0.24000000000005456,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.6368231773376465
1.0,detection,6,29,7,0.2413793103448276,7,1,0.14285714285714285,7,69,9.814285714298146,0.35714285714326316,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.6772263050079346
1.0,detection,7,29,5,0.1724137931034483,5,1,0.2,5,51,8.240000000018023,0.3600000000006105,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.6296067237854004
1.0,detection,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.6460793018341064
1.0,detection,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6911635398864746
1.0,detection,10,29,7,0.2413793103448276,7,0,0.0,7,69,10.58571428572902,0.3857142857144546,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.637159585952759
1.0,detection,11,29,8,0.27586206896551724,8,0,0.0,8,81,9.31250000001235,0.35000000000008313,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.7162365913391113
1.0,detection,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.545912265777588
1.0,detection,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.5891666412353516
1.0,detection,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.633604049682617
1.0,aware,0,29,4,0.13793103448275862,4,0,0.0,4,43,11.550000000007408,0.1499999999998849,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.718510627746582
1.0,aware,1,29,6,0.20689655172413793,5,1,0.2,6,62,10.066666666667365,0.34999999999990905,2.5069444444443616,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.9470911026000977
1.0,aware,2,29,4,0.13793103448275862,4,0,0.0,4,42,7.550000000015359,0.37500000000085265,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.8184571266174316
1.0,aware,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.775000000019872,0.20000000000050022,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.8200554847717285
1.0,aware,4,29,5,0.1724137931034483,5,2,0.4,5,49,8.780000000006543,0.2800000000002683,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.9134039878845215
1.0,aware,5,29,5,0.1724137931034483,5,0,0.0,5,50,11.320000000018263,0.24000000000005456,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.939140796661377
1.0,aware,6,29,7,0.2413793103448276,7,1,0.14285714285714285,7,69,9.814285714298146,0.35714285714326316,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.9903714656829834
1.0,aware,7,29,5,0.1724137931034483,5,1,0.2,5,51,8.240000000018023,0.3600000000006105,2.0847222222221635,100.0,100.0,0.0,0.0,29,6,5,5,0,24,3.8592987060546875
1.0,aware,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.9174811840057373
1.0,aware,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5728371143341064
1.0,aware,10,29,7,0.2413793103448276,7,0,0.0,7,69,10.58571428572902,0.3857142857144546,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.4942290782928467
1.0,aware,11,29,8,0.27586206896551724,8,0,0.0,8,81,9.31250000001235,0.35000000000008313,3.336111111110981,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.3777313232421875
1.0,aware,12,29,8,0.27586206896551724,7,1,0.14285714285714285,8,79,7.750000000007741,0.5625000000001812,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.3774478435516357
1.0,aware,13,29,4,0.13793103448275862,3,0,0.0,4,42,9.100000000000414,0.42499999999969873,1.669444444444409,100.0,100.0,0.0,0.0,29,4,3,3,0,26,3.360833168029785
1.0,aware,14,29,5,0.1724137931034483,5,2,0.4,5,50,9.440000000021154,0.2000000000003638,2.086111111111052,100.0,100.0,0.0,0.0,29,5,5,5,0,24,3.3542826175689697
1.0,control,0,29,0,0.0,5,2,0.4,0,0,0.0,0.0,0.0,100.0,100.0,0.0,1.5000000000000002,29,9,5,5,1,25,2.281137704849243
1.0,control,1,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.242569923400879
1.0,control,2,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,3.4000000000000017,29,4,4,5,1,25,2.1833322048187256
1.0,control,3,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.26526141166687
1.0,control,4,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.3254005908966064
1.0,control,5,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.251096725463867
1.0,control,6,29,0,0.0,7,2,0.2857142857142857,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,7,7,7,0,22,2.3560547828674316
1.0,control,7,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,7.499999999999989,29,10,9,10,3,22,2.215900182723999
1.0,control,8,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.089118003845215
1.0,control,9,29,0,0.0,6,1,0.16666666666666666,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.6,29,7,6,6,1,23,2.228367805480957
1.0,control,10,29,0,0.0,4,1,0.25,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,4,4,4,0,25,2.2035653591156006
1.0,control,11,29,0,0.0,5,1,0.2,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,5,5,0,24,2.158109426498413
1.0,control,12,29,0,0.0,4,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,5,4,4,0,25,2.0747053623199463
1.0,control,13,29,0,0.0,10,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,11,10,10,0,19,2.124724864959717
1.0,control,14,29,0,0.0,3,0,0.0,0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,29,3,3,3,0,26,2.123995780944824
1.5,detection,0,29,8,0.27586206896551724,8,0,0.0,8,83,10.85000000001256,0.15000000000032898,3.33749999999987,100.0,100.0,0.0,0.0,29,9,8,8,0,21,3.491600751876831
1.5,detection,1,29,8,0.27586206896551724,7,1,0.14285714285714285,8,81,8.612500000005355,0.26249999999987494,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.594271659851074
1.5,detection,2,29,7,0.2413793103448276,7,1,0.14285714285714285,7,72,8.900000000020766,0.15714285714312023,2.9180555555554495,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.5935583114624023
1.5,detection,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.625000000019327,0.049999999999954525,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6067755222320557
1.5,detection,4,29,6,0.20689655172413793,6,2,0.3333333333333333,6,59,9.500000000013396,0.3166666666671934,2.5027777777776947,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.6404051780700684
1.5,detection,5,29,6,0.20689655172413793,6,0,0.0,6,60,10.1500000000104,0.21666666666669698,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.526122808456421
1.5,detection,6,29,9,0.3103448275862069,9,1,0.1111111111111111,9,89,9.588888888905773,0.3000000000004977,3.7527777777776796,100.0,100.0,0.0,0.0,29,9,9,9,0,20,3.6511714458465576
1.5,detection,7,29,6,0.20689655172413793,6,0,0.0,6,61,7.400000000003099,0.2666666666667415,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.5766851902008057
1.5,detection,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.6683297157287598
1.5,detection,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.5713858604431152
1.5,detection,10,29,8,0.27586206896551724,8,0,0.0,8,82,8.23750000001337,0.21250000000048885,3.33749999999987,100.0,100.0,0.0,0.0,29,8,8,8,0,21,3.5274243354797363
1.5,detection,11,29,7,0.2413793103448276,7,0,0.0,7,70,8.01428571430299,0.20000000000046367,2.919444444444338,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.536660671234131
1.5,detection,12,29,7,0.2413793103448276,7,1,0.14285714285714285,7,70,8.100000000006158,0.4999999999997523,2.9222222222221155,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.588029623031616
1.5,detection,13,29,6,0.20689655172413793,6,0,0.0,6,61,9.800000000007643,0.19999999999995074,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.639216661453247
1.5,detection,14,29,7,0.2413793103448276,6,2,0.3333333333333333,7,71,6.657142857154083,0.08571428571459754,2.920833333333227,100.0,100.0,0.0,0.0,29,7,6,6,0,23,3.8207128047943115
1.5,aware,0,29,8,0.27586206896551724,8,0,0.0,8,83,10.85000000001256,0.15000000000032898,3.33749999999987,100.0,100.0,0.0,0.0,29,9,8,8,0,21,3.805218458175659
1.5,aware,1,29,8,0.27586206896551724,7,1,0.14285714285714285,8,81,8.612500000005355,0.26249999999987494,3.3388888888887585,100.0,100.0,0.0,0.0,29,8,7,7,0,22,3.840027093887329
1.5,aware,2,29,7,0.2413793103448276,7,1,0.14285714285714285,7,72,8.900000000020766,0.15714285714312023,2.9180555555554495,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.808455467224121
1.5,aware,3,29,4,0.13793103448275862,4,0,0.0,4,41,10.625000000019327,0.049999999999954525,1.669444444444409,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.6386165618896484
1.5,aware,4,29,6,0.20689655172413793,6,2,0.3333333333333333,6,59,9.500000000013396,0.3166666666671934,2.5027777777776947,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.7218639850616455
1.5,aware,5,29,6,0.20689655172413793,6,0,0.0,6,60,10.1500000000104,0.21666666666669698,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.6985018253326416
1.5,aware,6,29,9,0.3103448275862069,9,1,0.1111111111111111,9,89,9.588888888905773,0.3000000000004977,3.7527777777776796,100.0,100.0,0.0,0.0,29,9,9,9,0,20,3.7434537410736084
1.5,aware,7,29,6,0.20689655172413793,6,0,0.0,6,61,7.400000000003099,0.2666666666667415,2.504166666666584,100.0,100.0,0.0,0.0,29,6,6,6,0,23,3.8222479820251465
1.5,aware,8,29,7,0.2413793103448276,7,0,0.0,7,71,7.32857142858016,0.18571428571427923,2.920833333333227,100.0,100.0,0.0,0.0,29,7,7,7,0,22,3.640035629272461
1.5,aware,9,29,4,0.13793103448275862,4,0,0.0,4,40,8.399999999995735,0.1249999999999929,1.66805555555552,100.0,100.0,0.0,0.0,29,4,4,4,0,25,3.4538333415985107
